policy_id,source_family,source_value,n_funded,funded_exposure,coverage_alpha01,ecl_baseline_lgd45
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,95,238675.0,0.9157894736842105,27704.597491754394
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,61,185075.0,0.9508196721311475,17387.965715272534
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,2020,23,67875.0,1.0,8448.634710455986
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,42,94700.0,0.9047619047619048,11377.493107558621
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,109,278150.0,0.9541284403669725,33641.53863594406
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,95,241550.0,0.9263157894736842,28337.703589741443
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,67,195875.0,0.9552238805970149,20939.948056075606
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,2020,22,69550.0,1.0,9239.458632759392
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,47,103750.0,0.9148936170212766,13332.279677026272
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,115,296425.0,0.9478260869565217,35937.14075392707
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,87,232525.0,0.9310344827586207,23778.24855011288
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,65,197075.0,0.9384615384615385,18591.264644549057
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,23,66550.0,1.0,7924.809048328703
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,39,90050.0,0.8974358974358975,9782.806186651182
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,118,297600.0,0.9491525423728814,37806.63505680084
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,92,239625.0,0.9239130434782609,25926.534905776578
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,66,195975.0,0.9545454545454546,18745.447362913677
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,2020,20,58050.0,1.0,5538.503782128003
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,41,91550.0,0.9024390243902439,9619.765188008747
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,112,297600.0,0.9642857142857143,36146.95481108492
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,98,252925.0,0.9081632653061225,28824.19427151856
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,71,206075.0,0.9295774647887324,20539.060629955216
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,2020,22,64550.0,1.0,6489.403666279509
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H1,43,92050.0,0.9302325581395349,9540.809349226736
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2018H2,111,288925.0,0.9279279279279279,33513.97598285474
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H1,93,240025.0,0.9247311827956989,25286.10444527847
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2019H2,68,203975.0,0.9411764705882353,19326.773816504294
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,2020,23,64050.0,1.0,5982.277045935821
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2018H1,46,103200.0,0.9130434782608696,11595.850740734573
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2018H2,108,286925.0,0.9722222222222222,31479.3576357717
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2019H1,95,254600.0,0.9263157894736842,27651.727102902805
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2019H2,69,203875.0,0.9420289855072463,19351.651768302196
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,2020,22,62550.0,1.0,5508.817050240923
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2018H1,43,100850.0,0.9069767441860466,9589.07651852866
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2018H2,108,286225.0,0.962962962962963,30997.760059256194
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2019H1,95,249325.0,0.9157894736842105,25975.37430621903
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2019H2,72,210675.0,0.9305555555555556,21559.638798937813
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,2020,24,74050.0,1.0,9209.77190087231
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,period,2018H1,45,95125.0,0.9333333333333333,12266.586213759403
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,period,2018H2,117,292875.0,0.9401709401709402,38229.47495503339
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,period,2019H1,87,211050.0,0.9080459770114943,25429.999806143685
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,period,2019H2,69,196875.0,0.9420289855072463,21455.75981748896
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,period,2020,18,49650.0,1.0,5296.152339654141
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,period,2018H1,41,91550.0,0.9024390243902439,10281.447062258356
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,period,2018H2,119,297500.0,0.9495798319327731,39964.85695166505
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,period,2019H1,89,224225.0,0.898876404494382,26220.125514168114
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,period,2019H2,67,197550.0,0.9402985074626866,21333.592582891844
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,period,2020,22,63725.0,1.0,9053.193784244519
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,period,2018H1,42,90550.0,0.9285714285714286,10001.79052822104
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,period,2018H2,115,285100.0,0.9304347826086956,36370.533860530675
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,period,2019H1,93,235025.0,0.9247311827956989,26978.609534985328
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,period,2019H2,64,188175.0,0.953125,18385.2289719151
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,period,2020,22,64050.0,1.0,7506.487776840308
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,period,2018H1,42,92550.0,0.9047619047619048,10658.555961699125
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,period,2018H2,113,289100.0,0.9469026548672567,36913.723626347506
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,period,2019H1,94,243025.0,0.9148936170212766,27434.19973205354
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,period,2019H2,65,190875.0,0.9230769230769231,19323.44257989631
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,period,2020,21,62375.0,1.0,6771.496846910476
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,period,2018H1,41,96350.0,0.9024390243902439,11046.244741527797
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,period,2018H2,107,285675.0,0.9626168224299065,35325.42219707437
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,period,2019H1,98,253900.0,0.9387755102040817,30017.687977166814
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,period,2019H2,70,201575.0,0.9285714285714286,20594.057308768868
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,period,2020,22,66300.0,1.0,7398.982560585438
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,period,2018H1,41,91700.0,0.926829268292683,9729.750339931905
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,period,2018H2,115,290725.0,0.9391304347826087,34214.63510304124
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,period,2019H1,94,242175.0,0.9148936170212766,26608.53258949215
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,period,2019H2,64,198950.0,0.9375,19156.369684382753
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,period,2020,22,63050.0,1.0,6787.905480756893
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,period,2018H1,43,95700.0,0.9069767441860466,10983.669061906343
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,period,2018H2,108,283375.0,0.9722222222222222,31515.8902952657
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,period,2019H1,97,246125.0,0.9175257731958762,27675.78790606068
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,period,2019H2,70,202175.0,0.9428571428571428,20826.41216585093
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,period,2020,19,56550.0,1.0,5065.043786433105
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,period,2018H1,42,99850.0,0.9047619047619048,9492.635379412573
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,period,2018H2,112,294275.0,0.9732142857142857,33855.75902899115
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,period,2019H1,96,255950.0,0.9270833333333334,28466.740971516138
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,period,2019H2,72,213575.0,0.9305555555555556,22509.728792592217
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,period,2020,23,66050.0,1.0,6613.557040195685
paper1_economic_champion,period,2018H1,44,100138.90656453556,0.8863636363636364,9809.890735587614
paper1_economic_champion,period,2018H2,95,268450.0,0.9894736842105263,30485.98202005739
paper1_economic_champion,period,2019H1,96,292950.0,0.90625,35513.516632187
paper1_economic_champion,period,2019H2,76,260236.09343546443,0.9473684210526316,39759.439995916604
paper1_economic_champion,period,2020,24,78225.0,1.0,9193.794552036172
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H1,15,41250.0,1.0,3175.474546830606
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H2,39,103725.0,0.9487179487179487,8482.343980600472
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H1,44,136350.0,0.9318181818181819,10688.962965500263
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H2,34,96825.0,0.9117647058823529,8289.54621413326
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H1,22,47800.0,0.8636363636363636,4464.291624153994
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H2,33,113850.0,0.9393939393939394,10076.73011844468
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H1,29,73175.0,0.896551724137931,7652.326782337072
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H2,33,104150.0,0.9696969696969697,10157.193361870368
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2020,3,5450.0,1.0,472.5244853554955
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H1,8,10500.0,1.0,2682.048839458436
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H2,37,74000.0,0.9459459459459459,14725.212860335136
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2019H1,9,16500.0,1.0,2341.5650439213246
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H1,2,2000.0,1.0,676.2400610642001
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H2,8,8700.0,0.875,2576.9852551389613
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2019H1,2,2000.0,1.0,651.0260317385796
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2018H2,2,2000.0,1.0,689.9085077972447
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2019H1,1,1000.0,1.0,327.6172391911737
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,15,41250.0,1.0,3175.474546830606
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,36,98575.0,0.9444444444444444,8073.7187837516185
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,44,136350.0,0.9318181818181819,10688.962965500263
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,34,96825.0,0.9117647058823529,8289.54621413326
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,22,47800.0,0.8636363636363636,4464.291624153994
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,32,112650.0,0.96875,9740.460725735424
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,31,75575.0,0.9032258064516129,8307.207643528667
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,36,109150.0,0.9444444444444444,11675.739927572842
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2020,4,6950.0,1.0,945.9844810503935
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,7,8700.0,1.0,2096.214530935497
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,35,70300.0,0.9714285714285714,13461.026096680005
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,8,16300.0,0.875,2304.4842414335903
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,9,9900.0,0.7777777777777778,2970.9884995811276
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,2,2000.0,0.5,618.3414426914292
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,3,3000.0,1.0,1029.252922227124
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,2,2000.0,1.0,659.8958368583164
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2019H1,1,1500.0,1.0,69.59645684858876
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,17,46050.0,1.0,3434.671338561141
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,40,104725.0,0.95,8536.343312211
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,46,143850.0,0.9347826086956522,11263.888151192237
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,34,96825.0,0.9117647058823529,8289.54621413326
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,21,46800.0,0.8571428571428572,4199.641745289973
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,33,115150.0,0.9696969696969697,10402.085422895478
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,34,81100.0,0.9117647058823529,10051.835485874859
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,36,107050.0,0.9444444444444444,11062.687072448527
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2020,3,5450.0,1.0,472.5244853554955
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,7,10650.0,1.0,2778.987765088448
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,25,59275.0,0.96,10235.03789934705
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,7,14300.0,1.0,1697.871028012405
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H1,2,3500.0,0.5,1093.1238616525186
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,8,11500.0,1.0,3363.6799436748215
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,4,4000.0,0.75,1269.3674744300088
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,3,3000.0,0.6666666666666667,1045.868465619079
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,2,2000.0,1.0,659.8958368583164
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H1,21,54950.0,1.0,4167.77865641501
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H2,52,175525.0,0.9615384615384616,14536.0884345366
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H1,46,143850.0,0.9347826086956522,11263.888151192237
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H2,35,110325.0,0.9142857142857143,9436.773524642776
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H1,23,48800.0,0.8695652173913043,4728.941503018015
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H2,30,106725.0,0.9333333333333333,9737.089389674293
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H1,29,64275.0,0.9310344827586207,7399.856408739525
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H2,26,94950.0,0.9615384615384616,7980.576147661698
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2020,4,6450.0,1.0,771.2627961319764
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H1,4,8100.0,1.0,2041.0616341132522
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H2,25,53300.0,0.96,8461.868938709009
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2019H1,10,17800.0,1.0,2709.109085272042
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H1,2,3500.0,0.5,1114.129444334371
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H2,7,7500.0,0.7142857142857143,2247.9499356482092
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2019H1,1,1000.0,1.0,348.62282187302634
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2018H2,3,3000.0,1.0,1017.5257469884185
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2019H1,4,4000.0,1.0,1368.8485671650253
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,B|2019H1,1,1500.0,1.0,69.59645684858876
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,21,54950.0,1.0,4167.77865641501
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,49,166925.0,0.9591836734693877,13676.024468317213
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,46,143850.0,0.9347826086956522,11263.888151192237
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,35,110325.0,0.9142857142857143,9436.773524642776
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,21,46800.0,0.8571428571428572,4199.641745289973
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,31,112650.0,0.967741935483871,10563.672930393097
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,28,62375.0,0.8928571428571429,6788.082236912749
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,34,105550.0,0.9705882352941176,10585.33333588017
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2020,5,14775.0,1.0,3374.763234073791
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,4,5000.0,1.0,1086.507400843465
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,28,55150.0,1.0,8731.95336909694
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,8,15300.0,1.0,1952.3069751286885
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2018H1,2,3000.0,1.0,997.3862698607531
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,3,3000.0,0.6666666666666667,671.8005188020018
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,2,2000.0,0.5,635.6595508731739
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,4,4000.0,0.75,1374.6402289028401
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,2,2000.0,1.0,659.8958368583164
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2019H1,1,1500.0,1.0,69.59645684858876
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,22,55950.0,1.0,4233.30172177483
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,45,153700.0,0.9777777777777777,12353.426101660074
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,46,143850.0,0.9347826086956522,11263.888151192237
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,35,110325.0,0.9142857142857143,9436.773524642776
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,21,46800.0,0.8571428571428572,4199.641745289973
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,32,112650.0,0.96875,9740.460725735424
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,36,89075.0,0.8888888888888888,12453.029938213285
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,35,108250.0,0.9428571428571428,11567.863664120408
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2020,3,5450.0,1.0,472.5244853554955
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,5,11300.0,1.0,2909.961772658548
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,25,53550.0,1.0,8279.573668208946
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,8,15800.0,1.0,2094.845846308437
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,5,5500.0,0.8,1480.9022502660346
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,3,3000.0,0.6666666666666667,920.7446525569824
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,1,1000.0,1.0,324.38172399386343
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,1,1000.0,1.0,332.2785976671428
