policy_id,n_paths,final_wealth_mean,final_wealth_p05,final_wealth_p95,final_cash_mean,outstanding_principal_mean,cumulative_funded_exposure_mean,cumulative_losses_mean,cumulative_losses_p95,cumulative_defaults_mean,cumulative_recoveries_mean,cumulative_realized_return_mean,ECL_final_mean,stage2_share_proxy_final_mean,source_exposure_weak_share_final_mean,no_temporal_leakage_rate,dynamic_value_score_v15,dynamic_governance_gate_pass_v15,paper4_champion_score_v15,online_gate_pass_v15,paper4_working_only,registry_decision_v15,version_v28,version_v34,bellman_exact_claim_allowed,claim_boundary_v34,wealth_rank_v40,tail_loss_rank_v40,deployment_speed_proxy_v40,rollout_depth_recommendation_v40,underperformance_diagnosis_v40,claim_boundary_v40,rollout_depth_v43,final_wealth_mean_v43_proxy,cumulative_losses_p95_v43_proxy,state_feature_set_v43,claim_boundary_v43,dla_rollout_score_v43
v24_adp_rollout_tail_value::v43_depth3_reinvestment_tail,128,969934.6160131416,848707.2743326835,1094807.518602946,969934.6160131416,0.0,2383496.40203269,316087.1810828481,426308.9981657397,692.140625,293264.02198679035,286021.7970959787,0.0,0.0,0.0,1.0,0.3785714285714286,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,3.0,1.0,0.9988778758795888,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,3,984483.6352533386,417782.8182024249,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.7644941682067908
v24_adp_rollout_tail_value::v43_depth2_cash_tail_source,128,969934.6160131416,848707.2743326835,1094807.518602946,969934.6160131416,0.0,2383496.40203269,316087.1810828481,426308.9981657397,692.140625,293264.02198679035,286021.7970959787,0.0,0.0,0.0,1.0,0.3785714285714286,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,3.0,1.0,0.9988778758795888,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,2,979633.962173273,411388.1832299388,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.7644226534865101
v24_adp_rollout_reinvestment_value::v43_depth3_reinvestment_tail,128,976962.833816972,852733.506978647,1109044.4250283805,976962.833816972,0.0,2384458.3384973924,319558.23877399694,431453.0897347183,680.1875,295026.8923073768,296521.0725909585,0.0,0.0,0.0,1.0,0.3,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,2.0,2.0,0.9992810051025964,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,3,991617.2763242265,422824.0279400239,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.7518155689974418
v24_adp_rollout_reinvestment_value::v43_depth2_cash_tail_source,128,976962.833816972,852733.506978647,1109044.4250283805,976962.833816972,0.0,2384458.3384973924,319558.23877399694,431453.0897347183,680.1875,295026.8923073768,296521.0725909585,0.0,0.0,0.0,1.0,0.3,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,2.0,2.0,0.9992810051025964,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,2,986732.4621551418,416352.23159400315,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.7518055740937665
v24_adp_rollout_tail_value::v43_depth2_ecl_source_guard,128,969934.6160131416,848707.2743326835,1094807.518602946,969934.6160131416,0.0,2383496.40203269,316087.1810828481,426308.9981657397,692.140625,293264.02198679035,286021.7970959787,0.0,0.0,0.0,1.0,0.3785714285714286,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,3.0,1.0,0.9988778758795888,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,2,965084.9429330758,400730.4582757953,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.7470486335967963
v24_adp_rollout_return_value::v43_depth2_cash_tail_source,128,984851.683719628,855511.667605263,1119266.3152170184,984851.683719628,0.0,2385056.460257633,324972.76826551993,440831.0271514093,662.6171875,298612.0797419845,309824.4519851394,0.0,0.0,0.0,1.0,0.2357142857142857,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,1.0,3.0,0.9995316665228852,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,2,994700.2005568243,425401.94120110996,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.7372069333099316
v24_adp_rollout_return_value::v43_depth3_reinvestment_tail,128,984851.683719628,855511.667605263,1119266.3152170184,984851.683719628,0.0,2385056.460257633,324972.76826551993,440831.0271514093,662.6171875,298612.0797419845,309824.4519851394,0.0,0.0,0.0,1.0,0.2357142857142857,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,1.0,3.0,0.9995316665228852,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,3,999624.4589754223,432014.40660838113,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.73703907794276
v24_adp_rollout_reinvestment_value::v43_depth2_ecl_source_guard,128,976962.833816972,852733.506978647,1109044.4250283805,976962.833816972,0.0,2384458.3384973924,319558.23877399694,431453.0897347183,680.1875,295026.8923073768,296521.0725909585,0.0,0.0,0.0,1.0,0.3,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,2.0,2.0,0.9992810051025964,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,2,972078.0196478871,405565.9043506352,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.7344090574697278
v24_adp_rollout_return_value::v43_depth2_ecl_source_guard,128,984851.683719628,855511.667605263,1119266.3152170184,984851.683719628,0.0,2385056.460257633,324972.76826551993,440831.0271514093,662.6171875,298612.0797419845,309824.4519851394,0.0,0.0,0.0,1.0,0.2357142857142857,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,1.0,3.0,0.9995316665228852,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,2,979927.4253010299,414381.16552232474,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.7199664936703389
v28_adp_depth2_reinvestment_guarded::v43_depth2_cash_tail_source,128,919685.3870045864,787776.2744071617,1059039.349132003,919685.3870045864,0.0,2385504.046125865,370029.1777018613,489408.72772977385,798.8515625,334414.9941608163,289714.564706438,0.0,0.0,0.0,1.0,0.5571428571428572,False,-1.0,True,True,paper4_dynamic_challenger,adp_rollout_v2,dla_adp_reaudit,False,ADP/FVI/rollout approximation only,4.0,4.0,0.9997192412223695,test_richer_value_features,state_value_feature_limit,ADP/FVI/rollout approximation only; common-path dynamic comparison required,2,928882.2408746323,472279.42225923174,"cash, exposure, losses, ECL, stage mix, source concentration, coverage state, time",ADP rollout feature experiment proxy; requires common-path dynamic validation before champion claim,0.5554662467546476
