month,grade,n,coverage_90,coverage_95,avg_width_90,avg_width_95,gap_90,gap_95
2019-09-01,D,812,0.9593596059113301,0.979064039408867,0.9489301592292968,0.9670330366217484,0.05935960591133005,0.029064039408867037
2019-10-01,A,981,0.8613659531090724,0.9582059123343527,0.1963953358198141,0.9047962675141807,-0.03863404689092764,0.00820591233435275
2019-10-01,B,991,0.9475277497477296,0.9697275479313825,0.9052547182015528,0.9574199035735346,0.04752774974772955,0.01972754793138254
2019-10-01,C,936,0.9412393162393162,0.9722222222222222,0.940287090484964,0.9679860260071942,0.041239316239316204,0.022222222222222254
2019-10-01,D,765,0.9529411764705882,0.9725490196078431,0.9524598155767344,0.9694413090452287,0.05294117647058816,0.022549019607843168
2019-11-01,A,651,0.8847926267281107,0.9815668202764977,0.1982320498703825,0.9073156392966987,-0.015207373271889368,0.03156682027649771
2019-11-01,B,722,0.9667590027700831,0.9792243767313019,0.9155482035803391,0.9640461106224444,0.06675900277008306,0.02922437673130196
2019-11-01,C,644,0.953416149068323,0.9782608695652174,0.9325868044527967,0.9610710801535298,0.05341614906832293,0.02826086956521745
2019-11-01,D,560,0.9535714285714286,0.9714285714285714,0.9486485767120204,0.9670889653472088,0.0535714285714286,0.021428571428571463
2019-12-01,A,600,0.8733333333333333,0.975,0.19858399438920435,0.9046007639945293,-0.026666666666666727,0.025000000000000022
2019-12-01,B,625,0.9712,0.9872,0.9091594325203721,0.9587358706896286,0.07119999999999993,0.03720000000000001
2019-12-01,C,508,0.968503937007874,0.9763779527559056,0.9422427510937861,0.9682253260949026,0.06850393700787394,0.026377952755905598
2019-12-01,D,574,0.9790940766550522,0.9912891986062717,0.9390717685767208,0.9582519554648525,0.07909407665505219,0.04128919860627178
2020-01-01,A,450,0.8955555555555555,0.9911111111111112,0.1963846970249997,0.9010663797720823,-0.004444444444444473,0.04111111111111121
2020-01-01,B,433,0.9861431870669746,0.9953810623556582,0.9102019334041214,0.9571420594878695,0.08614318706697455,0.0453810623556582
2020-01-01,C,355,0.9971830985915493,0.9971830985915493,0.9340805209875213,0.9635694179982659,0.09718309859154928,0.047183098591549344
2020-01-01,D,404,0.9925742574257426,0.9975247524752475,0.9425280999257244,0.9620961412444637,0.09257425742574255,0.04752475247524757
2020-02-01,A,273,0.9047619047619048,0.9963369963369964,0.1964756292285829,0.9029599313321511,0.004761904761904745,0.046336996336996394
2020-02-01,B,245,0.9836734693877551,0.9918367346938776,0.909092023127077,0.9572364373077789,0.0836734693877551,0.04183673469387761
2020-02-01,C,199,0.9949748743718593,0.9949748743718593,0.9174706385719467,0.9496964731010655,0.09497487437185925,0.04497487437185932
2020-02-01,D,202,0.995049504950495,1.0,0.9504998035778056,0.9687627160569914,0.09504950495049502,0.050000000000000044
2020-03-01,A,99,0.9090909090909091,1.0,0.19220629960788072,0.892615768010958,0.009090909090909038,0.050000000000000044
2020-03-01,B,114,0.9912280701754386,0.9912280701754386,0.9148050417088478,0.9635033061062809,0.09122807017543855,0.041228070175438614
2020-03-01,C,104,1.0,1.0,0.928367986156599,0.9549234554476068,0.09999999999999998,0.050000000000000044
2020-03-01,D,99,1.0,1.0,0.9283522959319692,0.9491763901183533,0.09999999999999998,0.050000000000000044
2020-04-01,A,283,0.8374558303886925,0.9929328621908127,0.21558661149445724,0.9485890944144081,-0.06254416961130749,0.042932862190812715
2020-04-01,B,134,0.9925373134328358,1.0,0.9502546886133921,0.9828890092265157,0.09253731343283578,0.050000000000000044
2020-04-01,C,69,0.9855072463768116,1.0,0.9476191836384494,0.9733377753312713,0.08550724637681162,0.050000000000000044
2020-04-01,D,17,1.0,1.0,0.9416906059957685,0.9530258506196063,0.09999999999999998,0.050000000000000044
2020-05-01,A,53,0.9245283018867925,1.0,0.21699991852783662,0.956977589137091,0.024528301886792447,0.050000000000000044
2020-05-01,B,55,0.9818181818181818,1.0,0.9338897437757636,0.9749381296543543,0.08181818181818179,0.050000000000000044
2020-05-01,C,38,0.9736842105263158,0.9736842105263158,0.9264019110138094,0.9575728653430954,0.0736842105263158,0.023684210526315863
2020-05-01,D,1,1.0,1.0,1.0,1.0,0.09999999999999998,0.050000000000000044
2020-06-01,A,98,0.826530612244898,1.0,0.21952457876534856,0.9613561005128641,-0.07346938775510203,0.050000000000000044
2020-06-01,B,42,1.0,1.0,0.9375358868133764,0.9730226045772179,0.09999999999999998,0.050000000000000044
2020-06-01,C,34,1.0,1.0,0.9028266554690983,0.9387529596654822,0.09999999999999998,0.050000000000000044
2020-07-01,A,114,0.7807017543859649,1.0,0.2237779308960426,0.9609820228407217,-0.11929824561403513,0.050000000000000044
2020-07-01,B,68,1.0,1.0,0.9174929998067184,0.9647795048034501,0.09999999999999998,0.050000000000000044
2020-07-01,C,52,1.0,1.0,0.9116075060229795,0.9496947897648442,0.09999999999999998,0.050000000000000044
2020-08-01,A,84,0.8571428571428571,1.0,0.21574705983782588,0.9523607718628393,-0.04285714285714293,0.050000000000000044
2020-08-01,B,37,1.0,1.0,0.9285411502350811,0.9678578398373855,0.09999999999999998,0.050000000000000044
2020-08-01,C,34,1.0,1.0,0.9320902426447912,0.9520614108882519,0.09999999999999998,0.050000000000000044
2020-09-01,A,49,0.8367346938775511,1.0,0.21937760684310204,0.9545184537148521,-0.06326530612244896,0.050000000000000044
2020-09-01,B,26,1.0,1.0,0.9374689502608076,0.9747982301609682,0.09999999999999998,0.050000000000000044
2020-09-01,C,21,1.0,1.0,0.903953890416442,0.9458974009054173,0.09999999999999998,0.050000000000000044
