method,method_display,mean_regret,std_regret,median_regret,q25_regret,q75_regret,min_regret,max_regret,n_observations,improvement_vs_two_stage_pct,auditability_score,wilcoxon_vs_two_stage_statistic,wilcoxon_vs_two_stage_pvalue,wilcoxon_alternative,coverage_90,coverage_95,avg_width_90,min_grade_coverage_90
two_stage,Two-stage Ridge,0.08301372015122324,0.03832975362335222,0.0784014891833067,0.05526972748339176,0.10625422047451138,0.0,0.25693108327686787,5000,0.0,1.0,,,baseline,,,,
crpto_robust,CRPTO robust,0.0910631714027375,0.04351314034145626,0.08676428161561489,0.06002717558294535,0.1160397850908339,0.0,0.32964156195521355,5000,-9.696531055210553,3.0,5206534.5,1.0,two_stage > method,0.9293384235866059,0.9623395902033092,0.764155715329014,0.9003509420022164
pfyl_mul,PFYL-Mul,0.48104711470371114,0.1635114734390559,0.46691157296299934,0.3624859186820686,0.5825031190179288,0.041811227798461914,1.1250704396516085,5000,-479.4790415760355,1.0,84.0,1.0,two_stage > method,,,,
