method,method_display,mean_regret,std_regret,median_regret,q25_regret,q75_regret,min_regret,max_regret,n_observations,improvement_vs_two_stage_pct,auditability_score,wilcoxon_vs_two_stage_statistic,wilcoxon_vs_two_stage_pvalue,wilcoxon_alternative,coverage_90,coverage_95,avg_width_90,min_grade_coverage_90
spo_plus,SPO+,0.06371329730084253,0.035218530136938216,0.05878020264208317,0.03745115548372269,0.08363443426787853,0.0,0.2216951884329319,1250,57.19247886031208,1.0,765663.0,1.0391548361376451e-189,two_stage > method,,,,
two_stage,Two-stage Ridge,0.1488366907881922,0.061322754055363395,0.1428707130253315,0.10329060163348913,0.18693114537745714,0.014890965074300766,0.45348958671092987,1250,0.0,1.0,,,baseline,,,,
crpto_robust,CRPTO robust,0.44792981115613656,0.13153550327474883,0.44029536307789385,0.3541365076089278,0.5340458531863987,0.13098608702421188,0.9117289409041405,1250,-200.95388897354715,3.0,343.0,1.0,two_stage > method,0.9293384235866059,0.9623395902033092,0.764155715329014,0.9003509420022164
