timestamp,gpu_util,memory_used_mb,memory_total_mb,power_draw_w
2026/05/25 15:33:15.227,1.0,1684.0,10240.0,26.38
2026/05/25 15:33:16.304,1.0,1685.0,10240.0,25.85
2026/05/25 15:33:17.423,2.0,1694.0,10240.0,25.61
2026/05/25 15:33:18.534,0.0,1895.0,10240.0,84.6
2026/05/25 15:33:19.630,0.0,1895.0,10240.0,99.61
2026/05/25 15:33:20.678,0.0,1895.0,10240.0,99.85
