article_id,source_url,title,parent_activity_id,source_status
irb-models-uncertainty-conformal-inference-andrija-djurovic,https://www.linkedin.com/pulse/irb-models-uncertainty-conformal-inference-andrija-djurovic,IRB models uncertainty and conformal inference,,public_linkedin_article
irb-model-calibration-andrija-djurovic,https://www.linkedin.com/pulse/irb-model-calibration-andrija-djurovic,IRB model calibration,,public_linkedin_article
selective-use-machine-learning-irb-models-andrija-djurovic,https://www.linkedin.com/pulse/selective-use-machine-learning-irb-models-andrija-djurovic,Selective use of machine learning for IRB models,,public_linkedin_article
machine-learning-irb-models-andrija-djurovic,https://www.linkedin.com/pulse/machine-learning-irb-models-andrija-djurovic,Machine learning for IRB models,,public_linkedin_article
