source_url,final_url,http_status,local_path,text_path,checksum,notes
https://se.linkedin.com/in/andrija-djurovic,https://se.linkedin.com/in/andrija-djurovic,200,raw_public_profile/profile.html,raw_public_profile/profile_text.txt,461832b845b7f6805d0d8243c132134b9bf12b8aa1420530361eb5a4a10f3e23,Public profile snapshot used only for post/article discovery.
https://www.linkedin.com/in/andrija-djurovic/recent-activity/posts/,https://www.linkedin.com/in/andrija-djurovic/recent-activity/posts/,,raw_public_profile/recent_activity_posts.html,,461832b845b7f6805d0d8243c132134b9bf12b8aa1420530361eb5a4a10f3e23,HTTPError: HTTP Error 999: <none>
