run_label,return_rank,realized_total_return,beats_official_champion,policy_mode,risk_tolerance,gamma,delta_cap_quantile,tail_focus_quantile,uncertainty_aversion,min_budget_utilization,pd_cap_slack_penalty,in_shortlist,shortlist_bucket,candidate_rank,exact_evaluated,alpha01_exact_pass,alpha01_weighted_miscoverage_V,alpha01_gamma_cp,alpha01_violation,alpha01_empirical_coverage_funded
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,1,170611.34163424745,True,capped_blended_uncertainty,0.19,0.325,0.75,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,2,167551.91376347217,False,capped_blended_uncertainty,0.19,0.325,0.9,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,3,167481.12021210513,False,capped_blended_uncertainty,0.19,0.325,1.0,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,4,167481.12021210513,False,blended_uncertainty,0.19,0.325,1.0,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,5,167481.0840575228,False,capped_blended_uncertainty,0.19,0.325,0.95,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,6,165577.04320219762,False,capped_blended_uncertainty,0.185,0.325,0.75,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,7,165109.8500223593,False,capped_blended_uncertainty,0.18,0.325,0.75,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,8,164993.96429047038,False,blended_uncertainty,0.19,0.325,1.0,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,9,164993.96429047038,False,capped_blended_uncertainty,0.19,0.325,1.0,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,10,164895.37904887556,False,capped_blended_uncertainty,0.19,0.325,0.95,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,11,164626.4438320008,False,capped_blended_uncertainty,0.18,0.325,0.9,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,12,164537.97976539787,False,capped_blended_uncertainty,0.19,0.375,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,13,164430.5423704378,False,capped_blended_uncertainty,0.19,0.325,0.75,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,14,164414.96712683068,False,capped_blended_uncertainty,0.19,0.325,0.9,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,15,164348.57295353527,False,capped_blended_uncertainty,0.19,0.375,0.75,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,16,164172.4629517342,False,capped_blended_uncertainty,0.19,0.325,0.9,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,17,164051.9538667381,False,capped_blended_uncertainty,0.19,0.325,0.95,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,18,164043.60804900734,False,blended_uncertainty,0.19,0.325,1.0,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,19,164043.60804900734,False,capped_blended_uncertainty,0.19,0.325,1.0,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,20,164018.80768349543,False,capped_blended_uncertainty,0.19,0.375,0.75,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,21,163917.46271014307,False,capped_blended_uncertainty,0.19,0.325,0.75,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,22,163900.48498531574,False,capped_blended_uncertainty,0.19,0.325,0.75,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,23,163770.14647350984,False,capped_blended_uncertainty,0.19,0.325,0.9,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,24,163754.80179248334,False,tail_blended_uncertainty,0.175,0.5,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,25,163748.15236332922,False,tail_blended_uncertainty,0.18,0.375,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,26,163688.75101459702,False,capped_blended_uncertainty,0.19,0.325,0.95,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,27,163666.935506066,False,capped_blended_uncertainty,0.19,0.325,1.0,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,28,163666.935506066,False,blended_uncertainty,0.19,0.325,1.0,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,29,163634.62823757314,False,capped_blended_uncertainty,0.175,0.325,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,30,163626.39043420076,False,capped_blended_uncertainty,0.19,0.325,0.9,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,31,163621.9597905948,False,capped_blended_uncertainty,0.19,0.325,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,32,163571.46522154746,False,tail_blended_uncertainty,0.185,0.6,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,33,163481.8094823151,False,tail_blended_uncertainty,0.19,0.45,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,34,163465.39996895002,False,capped_blended_uncertainty,0.19,0.375,0.9,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,35,163454.71928163763,False,capped_blended_uncertainty,0.19,0.325,0.75,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,36,163386.00495562097,False,tail_blended_uncertainty,0.17,0.55,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,37,163385.37861919607,False,blended_uncertainty,0.19,0.325,1.0,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,38,163385.37861919607,False,capped_blended_uncertainty,0.19,0.325,1.0,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,39,163376.98048049395,False,tail_blended_uncertainty,0.175,0.55,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,40,163376.7920520926,False,tail_blended_uncertainty,0.18,0.55,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,41,163357.23670841003,False,tail_blended_uncertainty,0.165,0.55,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,42,163315.8610120687,False,capped_blended_uncertainty,0.19,0.325,0.95,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,43,163214.0046538826,False,tail_blended_uncertainty,0.175,0.6,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,44,163205.9877239699,False,tail_blended_uncertainty,0.17,0.6,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,45,163192.79938382495,False,tail_blended_uncertainty,0.18,0.6,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,46,163155.23442561275,False,capped_blended_uncertainty,0.18,0.325,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,47,163152.8689182875,False,tail_blended_uncertainty,0.17,0.325,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,48,163098.04311227592,False,capped_blended_uncertainty,0.19,0.375,0.9,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,49,163056.98960021237,False,capped_blended_uncertainty,0.185,0.325,0.9,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,50,163046.55014486748,False,capped_blended_uncertainty,0.185,0.325,0.75,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,51,163032.8626547012,False,capped_blended_uncertainty,0.185,0.325,0.75,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,52,162960.81158308985,False,capped_blended_uncertainty,0.185,0.325,0.95,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,53,162960.3175118533,False,tail_blended_uncertainty,0.185,0.425,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,54,162908.94020978338,False,tail_blended_uncertainty,0.185,0.4,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,55,162849.31146068693,False,tail_blended_uncertainty,0.165,0.6,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,56,162848.90830984074,False,capped_blended_uncertainty,0.175,0.325,0.75,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,57,162803.96934710618,False,tail_blended_uncertainty,0.18,0.4,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,58,162796.53518577412,False,blended_uncertainty,0.185,0.325,1.0,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,59,162796.53518577412,False,capped_blended_uncertainty,0.185,0.325,1.0,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,60,162761.22090522636,False,capped_blended_uncertainty,0.185,0.325,0.75,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,61,162711.71182761207,False,tail_blended_uncertainty,0.175,0.325,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,62,162654.3752915045,False,segment_tail_blended_uncertainty,0.17,0.375,1.0,0.75,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,63,162647.03717059025,False,capped_blended_uncertainty,0.185,0.375,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,64,162608.44080404763,False,capped_blended_uncertainty,0.185,0.325,0.9,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,65,162524.625413479,False,capped_blended_uncertainty,0.19,0.325,0.9,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,66,162520.03421999744,False,capped_blended_uncertainty,0.19,0.325,0.95,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,67,162516.93952605186,False,blended_uncertainty,0.19,0.325,1.0,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,68,162516.93952605186,False,capped_blended_uncertainty,0.19,0.325,1.0,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,69,162499.66691412267,False,blended_uncertainty,0.175,0.325,1.0,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,70,162499.66691412267,False,capped_blended_uncertainty,0.175,0.325,1.0,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,71,162470.5947511819,False,capped_blended_uncertainty,0.185,0.325,0.9,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,72,162468.59335978382,False,capped_blended_uncertainty,0.175,0.325,0.95,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,73,162464.60608434354,False,capped_blended_uncertainty,0.175,0.325,0.9,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,74,162457.4277389322,False,capped_blended_uncertainty,0.185,0.325,0.95,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,75,162450.1842391369,False,blended_uncertainty,0.185,0.325,1.0,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,76,162450.1842391369,False,capped_blended_uncertainty,0.185,0.325,1.0,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,77,162433.94097049095,False,capped_blended_uncertainty,0.185,0.325,0.95,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,78,162371.9165370899,False,capped_blended_uncertainty,0.185,0.325,1.0,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,79,162371.9165370899,False,blended_uncertainty,0.185,0.325,1.0,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,80,162295.16316589227,False,capped_blended_uncertainty,0.19,0.4,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,81,162218.86389510665,False,capped_blended_uncertainty,0.185,0.375,0.75,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,82,162127.3334861777,False,tail_blended_uncertainty,0.19,0.475,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,83,162108.28021796947,False,segment_tail_blended_uncertainty,0.185,0.325,1.0,0.75,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,84,161857.62156740847,False,segment_tail_blended_uncertainty,0.19,0.375,1.0,0.75,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,85,161834.21994102857,False,tail_blended_uncertainty,0.17,0.475,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,86,161762.05161081784,False,segment_relative_tail_blended_uncertainty,0.175,0.375,1.0,0.75,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,87,161689.5234198004,False,tail_blended_uncertainty,0.185,0.45,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,88,161671.40019802222,False,capped_blended_uncertainty,0.175,0.325,0.9,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,89,161659.7347619361,False,capped_blended_uncertainty,0.19,0.4,0.75,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,90,161657.56375650095,False,capped_blended_uncertainty,0.185,0.375,0.9,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,91,161635.72853920676,False,capped_blended_uncertainty,0.175,0.325,0.95,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,92,161624.58673419413,False,capped_blended_uncertainty,0.175,0.325,1.0,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,93,161624.58673419413,False,blended_uncertainty,0.175,0.325,1.0,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,94,161594.1548167477,False,capped_blended_uncertainty,0.18,0.325,0.95,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,95,161593.11181237202,False,capped_blended_uncertainty,0.185,0.325,0.9,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,96,161568.2213233954,False,capped_blended_uncertainty,0.185,0.325,0.95,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,97,161561.98415996213,False,capped_blended_uncertainty,0.185,0.325,1.0,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,98,161561.98415996213,False,blended_uncertainty,0.185,0.325,1.0,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,99,161505.2151227668,False,capped_blended_uncertainty,0.185,0.375,0.75,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,100,161474.4095050598,False,capped_blended_uncertainty,0.185,0.325,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,101,161464.19854696663,False,tail_blended_uncertainty,0.16,0.5,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,102,161425.59195092614,False,capped_blended_uncertainty,0.185,0.325,0.95,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,103,161413.15525327163,False,capped_blended_uncertainty,0.185,0.325,0.9,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,104,161407.88963946802,False,capped_blended_uncertainty,0.185,0.325,0.9,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,105,161402.57568051256,False,capped_blended_uncertainty,0.19,0.4,0.75,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,106,161393.94512477375,False,segment_relative_tail_blended_uncertainty,0.18,0.4,1.0,0.75,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,107,161387.07550812358,False,capped_blended_uncertainty,0.185,0.325,1.0,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,108,161387.07550812358,False,blended_uncertainty,0.185,0.325,1.0,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,109,161376.13877497244,False,capped_blended_uncertainty,0.185,0.375,0.9,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,110,161368.659209026,False,tail_blended_uncertainty,0.16,0.55,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,111,161318.23420814666,False,capped_blended_uncertainty,0.18,0.325,0.9,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,112,161313.27590851375,False,capped_blended_uncertainty,0.17,0.325,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,113,161302.95250678158,False,tail_blended_uncertainty,0.19,0.5,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,114,161292.7559992025,False,tail_blended_uncertainty,0.175,0.375,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,115,161274.26865610096,False,capped_blended_uncertainty,0.18,0.325,0.75,1.0,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,116,161239.34209536982,False,capped_blended_uncertainty,0.17,0.325,0.9,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,117,161186.5427195584,False,blended_uncertainty,0.17,0.325,1.0,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,118,161186.5427195584,False,capped_blended_uncertainty,0.17,0.325,1.0,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,119,161185.86354949855,False,capped_blended_uncertainty,0.17,0.325,0.95,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,120,161151.41851699134,False,capped_blended_uncertainty,0.185,0.375,0.75,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,121,161089.09570769494,False,capped_blended_uncertainty,0.185,0.325,0.75,1.0,0.02,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,122,161077.63642206075,False,blended_uncertainty,0.185,0.325,1.0,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,123,161077.63642206075,False,capped_blended_uncertainty,0.185,0.325,1.0,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,124,161070.16232298335,False,capped_blended_uncertainty,0.185,0.325,0.95,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,125,161039.23414467875,False,capped_blended_uncertainty,0.18,0.375,0.75,1.0,0.1,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,126,161028.3071900274,False,capped_blended_uncertainty,0.19,0.4,0.9,1.0,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,127,161024.0676546187,False,segment_tail_blended_uncertainty,0.175,0.375,1.0,0.75,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,128,160981.3290405613,False,segment_tail_blended_uncertainty,0.19,0.325,1.0,0.75,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,129,160871.41840751187,False,segment_tail_blended_uncertainty,0.19,0.45,1.0,0.75,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,130,160863.9947619517,False,segment_tail_blended_uncertainty,0.19,0.425,1.0,0.75,0.0,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,131,160859.0665487816,False,tail_blended_uncertainty,0.165,0.5,1.0,0.75,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,132,160836.90320362616,False,segment_relative_tail_blended_uncertainty,0.18,0.375,1.0,0.75,0.15,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,133,160816.99037671526,False,capped_blended_uncertainty,0.18,0.375,0.75,1.0,0.05,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,134,160802.10421743654,False,capped_blended_uncertainty,0.19,0.4,0.75,1.0,0.25,0.0,0.0,False,,,False,,,,,
paper1_bound_expansion_2026_05_24_r1__canonical_4__medium_triage_resume_75k,135,160799.24918293592,False,segment_tail_blended_uncertainty,0.18,0.4,1.0,0.75,0.15,0.0,0.0,False,,,False,,,,,
