policy,policy_mode,gamma,risk_tolerance,uncertainty_aversion,min_budget_utilization,pd_cap_slack_penalty,price_of_robustness,price_of_robustness_pct,realized_total_return,ab_diff_total_return,ab_pass,solver_status,solver_backend,delta_cap_quantile,tail_focus_quantile,objective_value,n_funded,total_allocated,expected_return_gross,expected_loss_point,expected_return_net_point,worst_case_loss,uncertainty_penalty_cost,pd_cap_slack,worst_case_pd,point_pd,funded_ratio_vs_control,worst_case_pd_reduction_bps,allocation_similarity,eligible_for_canonical_selection,selected_for_champion,selected_for_robustness_aware,selected_for_balanced_robustness,selected_for_guardrail_robustness
robust,segment_tail_blended_uncertainty,0.2,0.06,0.75,0.05,1.5,-5044.844714753336,-502052629939.5023,3508.8228280088993,3508.8228280088993,True,Optimal,cuopt,1.0,0.9,2.067547152950098,13,50000.00000000001,6055.067928670878,1010.2232139126984,5044.84471475818,7733.926104053004,5042.77716760523,0.0,0.3437300490621477,0.04489880950633305,13.0,-3283.5410173432133,0.1501539138466144,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.2,0.06,1.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-1477.1330799446926,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944691,5672.0538699613435,0.0,0.2984236924360178,0.04633240933166662,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.2,0.06,1.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.399999999999,5237.399999999999,True,Optimal,cuopt,1.0,0.9,-4313.1600149253645,9,49999.99999999999,5237.4,1042.4792099833485,4194.920790016651,6714.533079944691,8508.080804942014,0.0,0.29842369243601785,0.04633240933166663,9.0,-2830.4774510819148,0.19367648657604578,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.2,0.06,2.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.399999999999,5237.399999999999,True,Optimal,cuopt,1.0,0.9,-7149.186949906036,9,49999.99999999999,5237.4,1042.4792099833485,4194.920790016651,6714.533079944691,11344.107739922685,0.0,0.29842369243601785,0.04633240933166663,9.0,-2830.4774510819148,0.19367648657604578,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.2,0.06,2.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.399999999999,5237.399999999999,True,Optimal,cuopt,1.0,0.9,-9985.213884886707,9,49999.99999999999,5237.4,1042.4792099833485,4194.920790016651,6714.533079944691,14180.134674903356,0.0,0.29842369243601785,0.04633240933166663,9.0,-2830.4774510819148,0.19367648657604578,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.2,0.06,3.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.399999999999,5237.399999999999,True,Optimal,cuopt,1.0,0.9,-12821.24081986738,9,49999.99999999999,5237.4,1042.4792099833485,4194.920790016651,6714.533079944691,17016.161609884028,0.0,0.29842369243601785,0.04633240933166663,9.0,-2830.4774510819148,0.19367648657604578,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,0.0,0.05,1.5,-110681.2723305021,-11014773893054.467,73392.49499999982,73392.49499999982,True,Optimal,cuopt,1.0,0.9,110681.27233050692,285,1000000.0000000001,137500.2407099181,26818.968379411137,110681.27233050695,290854.21389858756,0.0,0.0,0.6463426975517703,0.05959770750974292,285.0,-6309.667502239439,0.0944810496396178,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,0.1,0.05,1.5,-108439.75990215452,-10791703159796.227,58525.449768476785,58525.449768476785,True,Optimal,cuopt,1.0,0.9,86988.24101205269,248,999999.9999999998,134123.36976847678,25683.609866317416,108439.75990215936,240198.79876738458,21451.518890106723,0.0,0.5337751083714322,0.05707468859175941,248.0,-5183.991610436057,0.10146012559206617,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,0.25,0.05,1.5,-99107.0677766629,-9862932723648.55,47359.07765382938,47359.07765382938,True,Optimal,cuopt,1.0,0.9,60112.551121726276,220,1000000.0,120744.40765382939,21637.339877161645,99107.06777666774,177615.4064969276,38994.516654941486,0.0,0.394700903326111,0.04808297750475556,220.0,-3793.249559982846,0.10815768454609663,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,0.5,0.05,1.5,-93972.66766398666,-9351967723637.283,50084.44887355181,50084.44887355181,True,Optimal,cuopt,1.0,0.9,23272.979892137697,200,999999.9999999999,110468.45887355182,16495.791209560306,93972.66766399151,157895.16675326793,70699.68777185382,0.0,0.35087814834024456,0.03665731379898625,200.0,-3355.0220101241816,0.12871253897385773,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,0.75,0.05,1.5,-4732.0482170396635,-470923762116.5225,2140.670915689503,2140.670915689503,True,Optimal,cuopt,1.0,0.9,-31.433052605386024,12,50000.0,5691.933382176599,959.8851651320914,4732.0482170445075,7311.193524665281,4763.481269649892,0.0,0.32494193442306923,0.042661562893906387,12.0,-3095.6598709524287,0.15957682163935305,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,1.0,0.05,1.5,-4190.487175042362,-417028714641.14813,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-1481.566694914138,9,50000.0,5237.4,1046.9128249527942,4190.487175047206,6718.966694914137,5672.0538699613435,0.0,0.29862074199021144,0.04652945888586026,9.0,-2832.4479466238504,0.18560879628960844,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,1.5,0.05,1.5,-4190.487175042362,-417028714641.14813,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-4317.59362989481,9,49999.99999999999,5237.4,1046.912824952794,4190.487175047206,6718.9666949141365,8508.080804942014,0.0,0.2986207419902115,0.04652945888586026,9.0,-2832.4479466238513,0.18560879628960844,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,2.0,0.05,1.5,-4190.487175042362,-417028714641.14813,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-7153.620564875481,9,49999.99999999999,5237.4,1046.912824952794,4190.487175047206,6718.9666949141365,11344.107739922685,0.0,0.2986207419902115,0.04652945888586026,9.0,-2832.4479466238513,0.18560879628960844,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,2.5,0.05,1.5,-4190.487175042362,-417028714641.14813,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-9989.647499856152,9,49999.99999999999,5237.4,1046.912824952794,4190.487175047206,6718.9666949141365,14180.134674903356,0.0,0.2986207419902115,0.04652945888586026,9.0,-2832.4479466238513,0.18560879628960844,True,False,False,False,False
robust,segment_tail_blended_uncertainty,0.35,0.06,3.0,0.05,1.5,-4190.487175042362,-417028714641.14813,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-12825.674434836825,9,49999.99999999999,5237.4,1046.912824952794,4190.487175047206,6718.9666949141365,17016.161609884028,0.0,0.2986207419902115,0.04652945888586026,9.0,-2832.4479466238513,0.18560879628960844,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.0,0.05,1.5,-115117.93110510944,-11456301101894.371,72697.8121795138,72697.8121795138,True,Optimal,cuopt,1.0,0.75,115117.93110511436,194,1000000.0000000001,132998.98217951375,17881.051074399467,115117.93110511429,201997.15835190614,0.0,0.0,0.44888257411489807,0.03973566905418129,194.0,-4335.066267870717,0.09632098591790558,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.1,0.05,1.5,-114935.40458687778,-11438136436043.72,72741.8652553198,72741.8652553198,True,Optimal,cuopt,1.0,0.75,96963.7221144362,193,1000000.0,133043.03525531982,18107.630668437192,114935.40458688262,197824.45539290097,17971.68247244638,0.0,0.43960990087267365,0.04023917926315351,193.0,-4242.339535448473,0.09637676665185689,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.25,0.05,1.5,-113846.17180963313,-11329738217396.328,86017.5100956267,86017.5100956267,True,Optimal,cuopt,1.0,0.75,70463.28424237194,192,1000000.0,132240.85009562678,18394.6782859888,113846.17180963798,191926.2285550531,43382.88756726607,0.0,0.4265027301219136,0.04087706285771201,192.0,-4111.267827940872,0.11272341224702324,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.5,0.05,1.5,-109649.75328988384,-10912119227458.799,70948.46254138694,70948.46254138694,True,Optimal,cuopt,1.0,0.75,28182.211224947114,211,1000000.0000000001,128924.08254138696,19274.329251498275,109649.75328988869,182209.41338138143,81467.54206494158,0.0,0.404909807513776,0.04283184278106444,211.0,-3895.338601859496,0.12530173126472746,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.75,0.05,1.5,-5676.737871763122,-564937344783.1086,6615.324325336524,6615.324325336524,True,Optimal,cuopt,1.0,0.75,48.33873893422486,17,50000.0,6789.14068065214,1112.402808884174,5676.737871767966,8616.93498599583,5628.399132833741,0.0,0.3829748882588218,0.04944012483830782,17.0,-3675.989409309954,0.30320300765957614,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,1.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-1477.1330799446928,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,5672.053869961344,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,1.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-4313.1600149253645,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,8508.080804942016,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,2.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-7149.186949906037,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,11344.107739922689,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,2.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-9985.213884886709,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,14180.134674903362,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,3.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-12821.240819867382,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,17016.16160988403,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.0,0.05,1.5,-95982.63368417571,-9551995431838.86,43719.03566371261,43719.03566371261,True,Optimal,cuopt,1.0,0.75,95982.63368418059,199,1000000.0000000005,109079.44566371258,13096.811979532018,95982.63368418056,165941.77806548832,0.0,0.0,0.36875950681182734,0.029104026621153144,199.0,-3533.8355948400094,0.09480552053396793,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.1,0.05,1.5,-95821.21753161681,-9535931626411.922,40451.004609404146,40451.004609404146,True,Optimal,cuopt,1.0,0.75,80940.0890070012,208,999999.9999999999,109640.34452962289,13819.126998001224,95821.21753162166,162630.4122442058,14881.128524620459,0.0,0.36140091609787367,0.030709171106638684,208.0,-3460.249687700473,0.09259509144754263,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.25,0.05,1.5,-95362.36812969862,-9490267872222.322,49982.45774300947,49982.45774300947,True,Optimal,cuopt,1.0,0.75,58841.25047611585,208,1000000.0000000001,109767.79774300945,14405.429613305982,95362.36812970346,160489.90022765665,36521.11765358767,0.0,0.3566442227277692,0.0320120658073146,208.0,-3412.6827539994283,0.12642343768547853,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.5,0.05,1.5,-92860.88894500611,-9241325778971.945,48454.29338460115,48454.29338460115,True,Optimal,cuopt,1.0,0.75,22993.911153422097,192,1000000.0,108189.35838460118,15328.469439590212,92860.88894501096,155062.42502276797,69866.97779158888,0.0,0.34458316671691747,0.034063265421277515,192.0,-3292.072193890911,0.13134724762106723,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.75,0.05,1.5,-4751.336532836152,-472843295862.41,5817.523553408077,5817.523553408077,True,Optimal,cuopt,1.0,0.75,-14.765862437927396,14,50000.0,5817.523553408077,1066.18702056708,4751.336532840996,7420.990214272312,4766.102395278924,0.0,0.3298217872943952,0.04738608980203361,14.0,-3144.4583996656884,0.33252891568851056,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,1.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-1477.1330799446928,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,5672.0538699613435,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,1.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-4313.1600149253645,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,8508.080804942016,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,2.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-7149.186949906037,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,11344.107739922687,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,2.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-9985.213884886709,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,14180.134674903358,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,3.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.75,-12821.240819867382,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,17016.16160988403,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,0.0,0.05,1.5,-84113.1216458508,-8370765865443.579,31404.018145742066,31404.018145742066,True,Optimal,cuopt,1.0,0.75,84113.12164585563,182,999999.9999999998,107714.86314574204,23601.741499886397,84113.12164585564,160303.51630583836,0.0,0.0,0.35623003623484023,0.05244831444413955,182.0,-3408.5408890701387,0.0,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,0.1,0.05,1.5,-84088.5043312846,-8368316000637.262,60287.45749092202,60287.45749092202,True,Optimal,cuopt,1.0,0.75,70451.01754112019,192,1000000.0,107540.90249092205,23452.398159632605,84088.50433128944,159827.26606132527,13637.48679016927,0.0,0.3551717023581455,0.052116440354686995,192.0,-3397.957550303191,0.049159123778170506,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,0.25,0.05,1.5,-83600.8075920622,-8319781418428.325,64511.77954622253,64511.77954622253,True,Optimal,cuopt,1.0,0.75,50150.37657377343,189,999999.9999999999,106439.67454622254,22838.866954155477,83600.80759206705,156640.59102733008,33450.43101829365,0.0,0.3480902022826077,0.050753037675850314,189.0,-3327.142549547813,0.09703888268606041,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,0.5,0.05,1.5,-79620.17432373807,-7923636935458.9375,65693.14048273205,65693.14048273205,True,Optimal,cuopt,1.0,0.75,17885.78593920079,189,1000000.0,98557.42048273206,18937.246158989146,79620.17432374292,142406.0229280734,61734.38838454212,0.0,0.3164578287287355,0.04208276924215602,189.0,-3010.8188140090915,0.13263941542610977,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,0.75,0.05,1.5,-4295.441086235391,-427473513265.53424,5366.425009404251,5366.425009404251,True,Optimal,cuopt,1.0,0.75,-94.0721600777106,12,50000.0,5366.425009404251,1070.983923164016,4295.441086240235,6923.668251587943,4389.513246317945,0.0,0.3077185889533098,0.04759928547300427,12.0,-2923.426416254834,0.2955355951269489,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,1.0,0.05,1.5,-4154.565679939041,-413453880903.4039,5232.939999999999,5232.939999999999,True,Optimal,cuopt,1.0,0.75,-1517.4881900174591,12,49999.99999999999,5232.94,1078.3743200561148,4154.565679943885,6750.428190017458,5672.0538699613435,0.0,0.30001903066144225,0.047927747557091005,12.0,-2846.4308333361587,0.34785347290524776,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,1.5,0.05,1.5,-4154.565679939041,-413453880903.4039,5232.939999999999,5232.939999999999,True,Optimal,cuopt,1.0,0.75,-4353.515124998131,12,49999.99999999999,5232.94,1078.3743200561148,4154.565679943885,6750.428190017458,8508.080804942016,0.0,0.30001903066144225,0.047927747557091005,12.0,-2846.4308333361587,0.34785347290524776,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,2.0,0.05,1.5,-4154.565679939041,-413453880903.4039,5232.939999999999,5232.939999999999,True,Optimal,cuopt,1.0,0.75,-7189.542059978802,12,49999.99999999999,5232.94,1078.3743200561148,4154.565679943885,6750.428190017458,11344.107739922687,0.0,0.30001903066144225,0.047927747557091005,12.0,-2846.4308333361587,0.34785347290524776,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,2.5,0.05,1.5,-4154.565679939041,-413453880903.4039,5232.939999999999,5232.939999999999,True,Optimal,cuopt,1.0,0.75,-10025.568994959476,12,49999.99999999999,5232.94,1078.3743200561148,4154.565679943885,6750.428190017458,14180.134674903358,0.0,0.30001903066144225,0.047927747557091005,12.0,-2846.4308333361587,0.34785347290524776,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,3.0,0.05,1.5,-4154.565679939041,-413453880903.4039,5232.939999999999,5232.939999999999,True,Optimal,cuopt,1.0,0.75,-12861.595929940146,12,49999.99999999999,5232.94,1078.3743200561148,4154.565679943885,6750.428190017458,17016.16160988403,0.0,0.30001903066144225,0.047927747557091005,12.0,-2846.4308333361587,0.34785347290524776,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.0,0.05,1.5,-116207.6054878835,-11564743268221.023,86026.22857165053,86026.22857165053,True,Optimal,cuopt,1.0,0.9,116207.60548788834,202,1000000.0000000002,135262.82105095594,19055.2155630676,116207.60548788834,203227.89639974252,0.0,0.0,0.4516175475545317,0.0423449234734412,202.0,-4362.416002267053,0.10973320317854174,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.1,0.05,1.5,-116039.8471091245,-11548048297411.709,84032.51577997491,84032.51577997491,True,Optimal,cuopt,1.0,0.9,98029.39683731495,197,1000000.0,135411.10072695496,19371.253617825616,116039.84710912935,199475.75633596876,18010.450271814316,0.0,0.4432794585239318,0.04304723026179165,197.0,-4279.035111961054,0.12957392245751304,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.25,0.05,1.5,-114896.46540006003,-11434261287797.357,79848.40323397134,79848.40323397134,True,Optimal,cuopt,1.0,0.9,71435.14178321825,205,1000000.0000000001,134630.94323397137,19734.477833906498,114896.46540006487,193579.77230129312,43461.32361684666,0.0,0.4301772717802211,0.04385439518641503,205.0,-4148.013244523947,0.1272203208167031,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.5,0.05,1.5,-110736.23188847756,-11020243355878.803,75517.29250000004,75517.29250000004,True,Optimal,cuopt,1.0,0.9,28819.083533977417,206,1000000.0,131346.9281728941,20610.696284411715,110736.2318884824,184444.99299342168,81917.14835450497,0.0,0.40987776220719385,0.04580154729864689,206.0,-3945.0181487936748,0.12709134802063846,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,0.75,0.05,1.5,-5953.349789980959,-592465197247.5756,6377.547497099851,6377.547497099851,True,Optimal,cuopt,1.0,0.9,69.17042508527928,18,50000.0,7115.547497099851,1162.1977071140477,5953.349789985803,9007.77019364808,5884.179364900526,0.0,0.40034534193190774,0.051653231426257926,18.0,-3849.6939460408134,0.12494339398343876,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,1.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-1477.1330799446928,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,5672.053869961344,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,1.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-4313.1600149253645,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,8508.080804942016,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,2.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-7149.186949906037,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,11344.107739922689,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,2.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-9985.213884886709,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,14180.134674903362,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.05,0.06,3.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-12821.240819867382,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,17016.16160988403,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.0,0.05,1.5,-103148.61656768435,-10265139394872.195,84103.09040136509,84103.09040136509,True,Optimal,cuopt,1.0,0.9,103148.61656768911,206,1000000.0,122536.35040136502,19387.73383367582,103148.6165676892,184359.7314059792,0.0,0.0,0.4096882920128773,0.04308385296368095,206.0,-3943.1234468505095,0.12706383806714736,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.1,0.05,1.5,-102851.00785789413,-10235521984646.242,78610.11624775326,78610.11624775326,True,Optimal,cuopt,1.0,0.9,86801.38342612267,208,1000000.0,122424.37624775327,19573.368389854302,102851.00785789898,180069.6127076168,16049.624431776254,0.0,0.40015469490541494,0.04349637419963273,208.0,-3847.7874757758855,0.12624256294498754,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.25,0.05,1.5,-102187.46297441448,-10169487354708.152,74395.93701668286,74395.93701668286,True,Optimal,cuopt,1.0,0.9,63022.937282521416,207,1000000.0000000001,121969.35701668286,19781.89404226354,102187.46297441932,176439.99680985525,39164.52569189792,0.0,0.3920888817992862,0.04395976453831946,207.0,-3767.129344714598,0.12654093804922786,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.5,0.05,1.5,-98951.77995480667,-9847478797161.479,77399.57060783403,77399.57060783403,True,Optimal,cuopt,1.0,0.9,25142.811271860908,200,1000000.0000000002,117846.19060783401,18894.410653022496,98951.77995481151,166512.34801892377,73808.96868295062,0.0,0.37002744004168264,0.04198757922889688,200.0,-3546.5149271385626,0.1292139517569394,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,0.75,0.05,1.5,-5458.881601734332,-543256734278.5072,6541.946232659003,6541.946232659003,True,Optimal,cuopt,1.0,0.9,32.51273661738106,15,50000.0,6541.946232659004,1083.0646309198273,5458.881601739176,8318.223117748887,5426.368865121794,0.0,0.3696988052258899,0.048136205817696266,15.0,-3543.228578980635,0.135270187211693,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,1.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-1477.1330799446928,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,5672.0538699613435,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,1.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-4313.1600149253645,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,8508.080804942016,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,2.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-7149.186949906037,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,11344.107739922687,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,2.5,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-9985.213884886709,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,14180.134674903358,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.1,0.06,3.0,0.05,1.5,-4194.920790011807,-417469938936.72253,5237.4,5237.4,True,Optimal,cuopt,1.0,0.9,-12821.240819867382,9,50000.0,5237.4,1042.4792099833487,4194.920790016651,6714.533079944692,17016.16160988403,0.0,0.2984236924360178,0.04633240933166663,9.0,-2830.4774510819143,0.19367648657604575,True,False,False,False,False
robust,segment_relative_tail_blended_uncertainty,0.2,0.06,0.0,0.05,1.5,-96515.14524722345,-9604989893674.22,66933.87177765969,66933.87177765969,True,Optimal,cuopt,1.0,0.9,96515.14524722823,178,1000000.0000000001,122313.13665596771,25797.991408739406,96515.1452472283,184446.39226060436,0.0,0.0,0.409880871689822,0.05732886979714135,178.0,-3945.0492436199565,0.03623911983142684,True,False,False,False,False
