policy,policy_mode,gamma,risk_tolerance,uncertainty_aversion,min_budget_utilization,pd_cap_slack_penalty,price_of_robustness,price_of_robustness_pct,realized_total_return,ab_diff_total_return,ab_pass,solver_status,solver_backend,delta_cap_quantile,tail_focus_quantile,objective_value,n_funded,total_allocated,expected_return_gross,expected_loss_point,expected_return_net_point,worst_case_loss,uncertainty_penalty_cost,pd_cap_slack,worst_case_pd,point_pd,funded_ratio_vs_control,worst_case_pd_reduction_bps,allocation_similarity,eligible_for_canonical_selection,selected_for_champion,selected_for_robustness_aware,selected_for_balanced_robustness,selected_for_guardrail_robustness
robust,blended_uncertainty,0.05,0.05,0.75,0.05,1.5,-4881.590855374245,-414445665391.6336,1909.7395085253384,1909.7395085253384,True,Optimal,cuopt,1.0,1.0,-70.67934984946234,17,50000.0,5676.439508525336,794.848652973232,4881.590855552105,7397.875593508656,4952.270205401567,0.0,0.328794470816031,0.035326606798103774,17.0,-1369.253897321119,0.44491028281671063,True,False,False,False,False
robust,blended_uncertainty,0.05,0.05,1.0,0.05,1.5,-4145.873771392751,-351983495692.38165,1220.571078072544,1220.571078072544,True,Optimal,cuopt,1.0,1.0,-1526.1800983907333,11,50000.0,4987.271078072544,841.397306501933,4145.873771570611,6513.451176463278,5672.053869961345,0.0,0.28948671894813366,0.03739543584378245,11.0,-976.1763786421454,0.5632667595477947,True,False,False,False,False
robust,blended_uncertainty,0.05,0.05,1.5,0.05,1.5,-4145.873771392751,-351983495692.38165,1220.571078072544,1220.571078072544,True,Optimal,cuopt,1.0,1.0,-4362.2070333714055,11,50000.0,4987.271078072544,841.397306501933,4145.873771570611,6513.451176463278,8508.080804942017,0.0,0.28948671894813366,0.03739543584378245,11.0,-976.1763786421454,0.5632667595477947,True,False,False,False,False
robust,blended_uncertainty,0.05,0.05,2.0,0.05,1.5,-4145.873771392751,-351983495692.38165,1220.571078072544,1220.571078072544,True,Optimal,cuopt,1.0,1.0,-7198.233968352078,11,50000.0,4987.271078072544,841.397306501933,4145.873771570611,6513.451176463278,11344.10773992269,0.0,0.28948671894813366,0.03739543584378245,11.0,-976.1763786421454,0.5632667595477947,True,False,False,False,False
robust,blended_uncertainty,0.05,0.05,2.5,0.05,1.5,-4145.873771392751,-351983495692.38165,1220.571078072544,1220.571078072544,True,Optimal,cuopt,1.0,1.0,-10034.260903332752,11,50000.0,4987.271078072544,841.397306501933,4145.873771570611,6513.451176463278,14180.134674903364,0.0,0.28948671894813366,0.03739543584378245,11.0,-976.1763786421454,0.5632667595477947,True,False,False,False,False
robust,blended_uncertainty,0.05,0.05,3.0,0.05,1.5,-4145.873771392751,-351983495692.38165,1220.571078072544,1220.571078072544,True,Optimal,cuopt,1.0,1.0,-12870.287838313425,11,50000.0,4987.271078072544,841.397306501933,4145.873771570611,6513.451176463278,17016.161609884035,0.0,0.28948671894813366,0.03739543584378245,11.0,-976.1763786421454,0.5632667595477947,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,0.0,0.05,1.5,-85248.38981883522,-7237563878000.157,35096.05508740346,35096.05508740346,True,Optimal,cuopt,1.0,1.0,85248.38981901311,181,1000000.0000000007,93882.22508740342,8633.835268390352,85248.38981901307,147295.4825821112,0.0,0.0,0.32732329462658616,0.019186300596403805,181.0,-1354.5421354266705,0.07603624139788376,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,0.1,0.05,1.5,-85162.19442864643,-7230245914061.996,35319.96426452465,35319.96426452465,True,Optimal,cuopt,1.0,1.0,71606.13426463629,192,1000000.0,94106.13426452462,8943.939835700336,85162.19442882428,144504.54147757974,13556.060164187942,0.0,0.32112120328318944,0.01987542185709198,192.0,-1292.5212219927032,0.0737316017178977,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,0.25,0.05,1.5,-84945.0542445408,-7211810774626.695,25448.42072129589,25448.42072129589,True,Optimal,cuopt,1.0,1.0,51381.14543627519,195,1000000.0000000001,94019.49072129588,9074.436476577224,84945.05424471866,143330.0717103512,33563.9088084435,0.0,0.3185112704671286,0.02016541439237367,195.0,-1266.421893832095,0.09468514404164628,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,0.5,0.05,1.5,-81754.3135237994,-6940917801356.72,35386.042287353564,35386.042287353564,True,Optimal,cuopt,1.0,1.0,18534.0573408582,184,1000000.0,91610.26228735351,9855.948763376266,81754.31352397725,136296.46112961444,63220.25618311908,0.0,0.3028810247321736,0.021902108363036465,184.0,-1110.1194364825449,0.12375207254461462,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,0.75,0.05,1.5,-4145.898089708935,-351985560310.4602,920.4328391452678,920.4328391452678,True,Optimal,cuopt,1.0,1.0,-232.34129067477846,15,50000.000000000015,4687.132839145257,541.234749258462,4145.898089886795,6378.887256673895,4378.239380561574,0.0,0.2835061002909473,0.02405487774433943,15.0,-916.3701920702819,0.482819574574867,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,1.0,0.05,1.5,-4017.432074205269,-341078832390.6032,808.5266873869987,808.5266873869987,True,Optimal,cuopt,1.0,1.0,-1654.621795578211,14,49999.99999999998,4575.226687386995,557.7946130038653,4017.4320743831295,6229.848482965206,5672.053869961341,0.0,0.27688215479291606,0.02479087168856487,14.0,-850.1307370899694,0.49823674544730634,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,1.5,0.05,1.5,-4017.4320742052714,-341078832390.6034,808.526687386998,808.526687386998,True,Optimal,cuopt,1.0,1.0,-4490.648730558884,14,50000.0,4575.226687386998,557.7946130038657,4017.4320743831317,6229.848482965211,8508.080804942016,0.0,0.2768821547929161,0.024790871688564878,14.0,-850.1307370899699,0.49823674544730634,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,2.0,0.05,1.5,-4017.4320742052714,-341078832390.6034,808.526687386998,808.526687386998,True,Optimal,cuopt,1.0,1.0,-7326.675665539556,14,50000.0,4575.226687386998,557.7946130038657,4017.4320743831317,6229.848482965211,11344.107739922689,0.0,0.2768821547929161,0.024790871688564878,14.0,-850.1307370899699,0.49823674544730634,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,2.5,0.05,1.5,-4017.4320742052714,-341078832390.6034,808.526687386998,808.526687386998,True,Optimal,cuopt,1.0,1.0,-10162.70260052023,14,50000.0,4575.226687386998,557.7946130038657,4017.4320743831317,6229.848482965211,14180.134674903362,0.0,0.2768821547929161,0.024790871688564878,14.0,-850.1307370899699,0.49823674544730634,True,False,False,False,False
robust,blended_uncertainty,0.1,0.05,3.0,0.05,1.5,-4017.4320742052714,-341078832390.6034,808.526687386998,808.526687386998,True,Optimal,cuopt,1.0,1.0,-12998.729535500903,14,50000.0,4575.226687386998,557.7946130038657,4017.4320743831317,6229.848482965211,17016.16160988403,0.0,0.2768821547929161,0.024790871688564878,14.0,-850.1307370899699,0.49823674544730634,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,0.0,0.05,1.5,-70531.16686762465,-5988075864883.198,17277.284387778764,17277.284387778764,True,Optimal,cuopt,1.0,1.0,70531.16686780249,159,1000000.0000000008,75311.75438777875,4780.587519976253,70531.1668678025,122910.00405257125,0.0,0.0,0.2731333423387739,0.010623527822158817,159.0,-812.6426125485478,0.08084843961582518,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,0.1,0.05,1.5,-70459.99066191146,-5982033025405.084,17395.840315425314,17395.840315425314,True,Optimal,cuopt,1.0,1.0,58775.11292550291,169,1000000.0,75432.6740571229,4972.683395033581,70459.99066208932,121821.46076089735,11684.877736586375,0.0,0.27071435724616777,0.011050407544508018,169.0,-788.4527616224865,0.07867366698440321,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,0.25,0.05,1.5,-70270.32584403778,-5965930536693.131,13964.471872991893,13964.471872991893,True,Optimal,cuopt,1.0,1.0,41321.519225650125,171,999999.9999999999,75401.04187299187,5130.716028776233,70270.32584421564,120925.94250303836,28948.806618565544,0.0,0.26872431667314994,0.011401591175046894,171.0,-768.5523558923082,0.10131572005113877,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,0.5,0.05,1.5,-69654.5394895697,-5913650451577.917,6371.685173652007,6371.685173652007,True,Optimal,cuopt,1.0,1.0,12600.258436096914,171,1000000.0000000002,75038.25517365198,5383.715683904438,69654.53948974755,119492.27779120572,57054.28105365063,0.0,0.2655383950913026,0.011963812630886783,171.0,-736.6931400738349,0.12830310880006354,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,0.75,0.05,1.5,-3735.4977953536095,-317142692870.27704,1588.239715037277,1588.239715037277,True,Optimal,cuopt,1.0,1.0,-518.5426069395401,13,50000.00000000003,4009.689715037275,274.1919195058055,3735.49779553147,5946.2457894671525,4254.040402471011,0.0,0.26427759063769884,0.012186307533347623,13.0,-724.0850955377973,0.30888290281124287,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,1.0,0.05,1.5,-3735.4977953536004,-317142692870.27625,1588.239715037263,1588.239715037263,True,Optimal,cuopt,1.0,1.0,-1936.5560744298837,13,50000.000000000015,4009.6897150372606,274.19191950579983,3735.4977955314607,5946.245789467144,5672.053869961344,0.0,0.26427759063769857,0.012186307533347375,13.0,-724.0850955377945,0.31549031755004997,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,1.5,0.05,1.5,-3735.4977953536068,-317142692870.2768,1588.2397150372701,1588.2397150372701,True,Optimal,cuopt,1.0,1.0,-4772.58300941055,13,50000.000000000015,4009.6897150372715,274.1919195058042,3735.497795531467,5946.24578946715,8508.080804942017,0.0,0.2642775906376988,0.012186307533347568,13.0,-724.0850955377967,0.30888290281124064,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,2.0,0.05,1.5,-3735.4977953536068,-317142692870.2768,1588.2397150372703,1588.2397150372703,True,Optimal,cuopt,1.0,1.0,-7608.609944391223,13,50000.000000000015,4009.6897150372715,274.1919195058042,3735.497795531467,5946.24578946715,11344.10773992269,0.0,0.2642775906376988,0.012186307533347568,13.0,-724.0850955377967,0.30888290281124064,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,2.5,0.05,1.5,-3735.4977953536,-317142692870.2762,1588.239715037263,1588.239715037263,True,Optimal,cuopt,1.0,1.0,-10444.636879371901,13,50000.00000000001,4009.68971503726,274.19191950579983,3735.4977955314603,5946.245789467144,14180.134674903364,0.0,0.2642775906376986,0.012186307533347375,13.0,-724.085095537795,0.32056696574783805,True,False,False,False,False
robust,blended_uncertainty,0.15,0.05,3.0,0.05,1.5,-3735.4977953536068,-317142692870.2768,1588.2397150372703,1588.2397150372703,True,Optimal,cuopt,1.0,1.0,-13280.663814352567,13,50000.000000000015,4009.6897150372715,274.1919195058042,3735.497795531467,5946.24578946715,17016.161609884035,0.0,0.2642775906376988,0.012186307533347568,13.0,-724.0850955377967,0.30888290281124064,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,0.0,0.05,1.5,-66135.32136877865,-5614869841129.21,18149.582500000073,18149.582500000073,True,Optimal,cuopt,1.0,1.0,52408.83266535101,149,1000000.000000001,70065.05250000008,3929.7311310435825,66135.3213689565,117370.80853027057,0.0,9150.992469070308,0.2608240189558957,0.008732735846754774,149.0,-689.5493787197656,0.07207063070506532,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,0.1,0.05,1.5,-66135.32136877859,-5614869841129.205,18149.582500000015,18149.582500000015,True,Optimal,cuopt,1.0,1.0,41064.72492532662,150,1000000.0,70065.05250000002,3929.731131043578,66135.32136895644,117370.80853027046,11344.10773992269,9150.99246913806,0.2608240189558957,0.008732735846754774,150.0,-689.5493787197656,0.07203502962133583,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,0.25,0.05,1.5,-66135.32136877856,-5614869841129.203,18149.5825,18149.5825,True,Optimal,cuopt,1.0,1.0,24048.563316154712,151,999999.9999999999,70065.05249999999,3929.731131043577,66135.32136895641,117370.80853027044,28360.269349806716,9150.992468663339,0.2608240189558957,0.008732735846754774,151.0,-689.5493787197656,0.07164200740365338,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,0.5,0.05,1.5,-7263.243528770393,-616647295188.352,3504.534999999964,3504.534999999964,True,Optimal,cuopt,1.0,1.0,101.98374826836152,16,101999.99999999953,7656.774999999964,393.53147105171126,7263.243528948253,11964.521365772798,5785.494947360544,917.1765555462325,0.260664953500121,0.008573670393199452,16.0,-687.9587241620186,0.0,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,0.75,0.05,1.5,-3612.565418039061,-306705769247.6812,397.9000000000092,397.9000000000092,True,Optimal,cuopt,1.0,1.0,-1345.2928368385874,14,50000.000000000124,3814.3000000000097,201.73458178308834,3612.5654182169214,5873.788451744445,4254.040402471019,469.21190172299345,0.2610572645167536,0.008965981412402362,14.0,-691.8818343283448,0.0,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,1.0,0.05,1.5,-3612.565418039052,-306705769247.68036,397.9000000000002,397.9000000000002,True,Optimal,cuopt,1.0,1.0,-2763.3063043289535,13,50000.00000000001,3814.3,201.73458178308783,3612.5654182169123,5873.788451744432,5672.053869961344,469.2119017230147,0.26105726451675354,0.00896598141240236,13.0,-691.8818343283442,0.0,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,1.5,0.05,1.5,-3612.5654180390466,-306705769247.67993,397.900000000051,397.900000000051,True,Optimal,cuopt,1.0,1.0,-5599.333239309589,13,49999.99999999993,3814.2999999999943,201.73458178308752,3612.565418216907,5873.788451744422,8508.080804942003,469.21190172299566,0.26105726451675354,0.008965981412402362,13.0,-691.8818343283442,0.0,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,2.0,0.05,1.5,-3612.5654180390466,-306705769247.67993,397.900000000051,397.900000000051,True,Optimal,cuopt,1.0,1.0,-8435.360174290256,13,49999.99999999993,3814.2999999999943,201.73458178308752,3612.565418216907,5873.788451744422,11344.10773992267,469.21190172299566,0.26105726451675354,0.008965981412402362,13.0,-691.8818343283442,0.0,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,2.5,0.05,1.5,-3612.565418039047,-306705769247.68,397.9000000000501,397.9000000000501,True,Optimal,cuopt,1.0,1.0,-11271.387109270929,13,49999.999999999935,3814.2999999999947,201.73458178308752,3612.5654182169073,5873.788451744423,14180.134674903338,469.21190172299566,0.26105726451675354,0.00896598141240236,13.0,-691.8818343283442,0.0,True,False,False,False,False
robust,blended_uncertainty,0.2,0.05,3.0,0.05,1.5,-3612.5654180390466,-306705769247.67993,397.900000000051,397.900000000051,True,Optimal,cuopt,1.0,1.0,-14107.414044251593,13,49999.99999999993,3814.2999999999943,201.73458178308752,3612.565418216907,5873.788451744422,17016.161609884006,469.21190172299566,0.26105726451675354,0.008965981412402362,13.0,-691.8818343283442,0.0,True,False,False,False,False
robust,blended_uncertainty,0.25,0.05,0.0,0.05,1.5,-66135.32136877859,-5614869841129.205,18149.582500000015,18149.582500000015,True,Optimal,cuopt,1.0,1.0,33501.986433562655,151,1000000.0000000001,70065.05250000002,3929.731131043579,66135.32136895644,117370.80853027047,0.0,21755.55662359584,0.2608240189558957,0.008732735846754776,151.0,-689.5493787197656,0.0716478813140824,True,False,False,False,False
robust,blended_uncertainty,0.25,0.05,0.1,0.05,1.5,-66135.32136877852,-5614869841129.199,18149.582499999942,18149.582499999942,True,Optimal,cuopt,1.0,1.0,22157.878692293758,154,999999.9999999991,70065.05249999995,3929.7311310435734,66135.32136895637,117370.80853027034,11344.107739922678,21755.556624493267,0.26082401895589574,0.008732735846754772,154.0,-689.5493787197662,0.07111121594725872,True,False,False,False,False
robust,blended_uncertainty,0.25,0.05,0.25,0.05,1.5,-66135.32136877858,-5614869841129.204,18149.5825,18149.5825,True,Optimal,cuopt,1.0,1.0,5141.717083043608,150,999999.9999999999,70065.0525,3929.731131043579,66135.32136895643,117370.80853027043,28360.269349806724,21755.55662407074,0.2608240189558957,0.008732735846754776,150.0,-689.5493787197656,0.07184006813758982,True,False,False,False,False
robust,blended_uncertainty,0.25,0.05,0.5,0.05,1.5,-3612.5654180390356,-306705769247.679,397.90000000011116,397.90000000011116,True,Optimal,cuopt,1.0,1.0,-872.6216810083549,14,49999.99999999978,3814.299999999983,201.7345817830869,3612.565418216896,5873.788451744405,2836.026934980659,1099.4401094963946,0.26105726451675354,0.00896598141240236,14.0,-691.8818343283442,0.0,True,False,False,False,False
robust,blended_uncertainty,0.25,0.05,0.75,0.05,1.5,-3612.565418039047,-306705769247.68,397.90000000002703,397.90000000002703,True,Optimal,cuopt,1.0,1.0,-2290.6351484988095,13,49999.99999999993,3814.2999999999947,201.73458178308752,3612.5654182169073,5873.788451744422,4254.0404024710015,1099.4401094964767,0.2610572645167536,0.00896598141240236,13.0,-691.8818343283448,0.0,True,False,False,False,False
