method,method_display,mean_regret,std_regret,median_regret,q25_regret,q75_regret,min_regret,max_regret,n_observations,improvement_vs_two_stage_pct,auditability_score,wilcoxon_vs_two_stage_statistic,wilcoxon_vs_two_stage_pvalue,wilcoxon_alternative,coverage_90,coverage_95,avg_width_90,min_grade_coverage_90
cave,CaVE,0.15537123529725796,0.05865406466522932,0.1504060486331582,0.11239200085401535,0.1925051580183208,0.024103771895170212,0.44751713797450066,1250,47.30896148538215,1.0,772395.0,1.6804974408730792e-196,two_stage > method,,,,
two_stage,Two-stage Ridge,0.2948722214447218,0.08619161884206637,0.2883656909689307,0.2323394352570176,0.3535349671728909,0.08288878947496414,0.5979657685384154,1250,0.0,1.0,,,baseline,,,,
crpto_robust,CRPTO robust,0.9184318879869389,0.19285564485320839,0.9183485082467087,0.7910093759419397,1.0495116726960987,0.2977330479770899,1.5011400198563933,1250,-211.46775419278856,3.0,0.0,1.0,two_stage > method,0.9293384235866059,0.9623395902033092,0.764155715329014,0.9003509420022164
