timestamp,gpu_util,memory_used_mb,memory_total_mb,power_draw_w
2026/05/25 14:07:28.698,18.0,1881.0,10240.0,43.94
2026/05/25 14:07:29.790,1.0,1881.0,10240.0,97.62
2026/05/25 14:07:30.846,0.0,1913.0,10240.0,97.98
2026/05/25 14:07:32.267,25.0,1909.0,10240.0,101.58
2026/05/25 14:07:33.493,6.0,1909.0,10240.0,102.07
2026/05/25 14:07:34.679,24.0,1909.0,10240.0,102.4
2026/05/25 14:07:35.972,33.0,1908.0,10240.0,68.14
2026/05/25 14:07:37.233,9.0,1908.0,10240.0,67.82
2026/05/25 14:07:38.797,7.0,1909.0,10240.0,68.03
2026/05/25 14:07:40.125,38.0,1948.0,10240.0,68.41
2026/05/25 14:07:41.484,34.0,1908.0,10240.0,68.16
2026/05/25 14:07:42.805,26.0,1948.0,10240.0,68.04
2026/05/25 14:07:44.062,44.0,1938.0,10240.0,68.14
2026/05/25 14:07:45.320,31.0,1944.0,10240.0,69.44
2026/05/25 14:07:46.852,39.0,1898.0,10240.0,68.03
2026/05/25 14:07:48.132,15.0,1898.0,10240.0,67.81
2026/05/25 14:07:49.192,42.0,1916.0,10240.0,67.56
2026/05/25 14:07:50.521,17.0,1938.0,10240.0,67.97
2026/05/25 14:07:51.782,47.0,1944.0,10240.0,67.72
2026/05/25 14:07:53.305,6.0,1898.0,10240.0,67.93
2026/05/25 14:07:54.629,25.0,1938.0,10240.0,67.85
2026/05/25 14:07:55.891,36.0,1938.0,10240.0,68.09
2026/05/25 14:07:57.169,31.0,1938.0,10240.0,67.75
2026/05/25 14:07:58.698,30.0,1898.0,10240.0,68.44
2026/05/25 14:07:59.938,14.0,1898.0,10240.0,68.55
2026/05/25 14:08:01.245,38.0,1942.0,10240.0,68.08
2026/05/25 14:08:02.773,35.0,1898.0,10240.0,68.62
2026/05/25 14:08:04.326,10.0,1898.0,10240.0,68.24
2026/05/25 14:08:05.849,14.0,1901.0,10240.0,68.73
2026/05/25 14:08:07.101,18.0,1901.0,10240.0,68.2
2026/05/25 14:08:08.419,30.0,1941.0,10240.0,68.21
2026/05/25 14:08:09.694,41.0,1941.0,10240.0,67.86
2026/05/25 14:08:10.971,28.0,1941.0,10240.0,68.04
2026/05/25 14:08:12.228,38.0,1901.0,10240.0,68.32
2026/05/25 14:08:14.012,26.0,1925.0,10240.0,67.93
2026/05/25 14:08:15.572,20.0,1901.0,10240.0,68.26
2026/05/25 14:08:16.620,7.0,1901.0,10240.0,68.2
2026/05/25 14:08:18.172,8.0,1901.0,10240.0,68.56
2026/05/25 14:08:19.390,24.0,1901.0,10240.0,69.28
2026/05/25 14:08:20.631,34.0,1901.0,10240.0,69.21
2026/05/25 14:08:22.163,36.0,1901.0,10240.0,69.42
2026/05/25 14:08:23.727,37.0,1901.0,10240.0,68.58
2026/05/25 14:08:25.282,9.0,1901.0,10240.0,68.6
2026/05/25 14:08:26.832,9.0,1901.0,10240.0,68.62
2026/05/25 14:08:28.092,40.0,1901.0,10240.0,68.49
2026/05/25 14:08:29.624,7.0,1901.0,10240.0,69.51
2026/05/25 14:08:30.891,38.0,1897.0,10240.0,69.16
2026/05/25 14:08:32.162,8.0,1897.0,10240.0,68.54
2026/05/25 14:08:33.402,37.0,1897.0,10240.0,68.8
2026/05/25 14:08:34.939,9.0,1897.0,10240.0,69.04
2026/05/25 14:08:36.282,15.0,1906.0,10240.0,68.81
2026/05/25 14:08:37.602,39.0,1948.0,10240.0,68.9
2026/05/25 14:08:39.140,33.0,1908.0,10240.0,68.96
2026/05/25 14:08:40.367,26.0,1907.0,10240.0,69.81
2026/05/25 14:08:41.590,11.0,1907.0,10240.0,69.66
2026/05/25 14:08:42.917,30.0,1928.0,10240.0,69.69
2026/05/25 14:08:44.444,33.0,1928.0,10240.0,71.32
2026/05/25 14:08:46.010,39.0,1925.0,10240.0,69.02
2026/05/25 14:08:47.142,30.0,1925.0,10240.0,68.87
2026/05/25 14:08:48.506,42.0,1935.0,10240.0,68.56
2026/05/25 14:08:50.044,35.0,1905.0,10240.0,69.96
2026/05/25 14:08:51.585,8.0,1905.0,10240.0,71.08
2026/05/25 14:08:53.162,9.0,1905.0,10240.0,68.75
2026/05/25 14:08:54.432,30.0,1905.0,10240.0,68.63
2026/05/25 14:08:55.954,37.0,1905.0,10240.0,69.95
2026/05/25 14:08:57.262,23.0,1945.0,10240.0,68.88
2026/05/25 14:08:58.796,12.0,1905.0,10240.0,70.65
2026/05/25 14:09:00.335,36.0,1905.0,10240.0,70.13
2026/05/25 14:09:01.876,37.0,1905.0,10240.0,69.99
2026/05/25 14:09:03.445,36.0,1905.0,10240.0,69.7
2026/05/25 14:09:04.982,15.0,1905.0,10240.0,70.93
2026/05/25 14:09:06.526,7.0,1905.0,10240.0,69.43
2026/05/25 14:09:07.782,38.0,1905.0,10240.0,69.16
2026/05/25 14:09:09.320,34.0,1905.0,10240.0,71.7
2026/05/25 14:09:10.778,29.0,1905.0,10240.0,70.27
2026/05/25 14:09:12.240,7.0,1905.0,10240.0,72.33
2026/05/25 14:09:13.778,15.0,1905.0,10240.0,72.87
2026/05/25 14:09:15.357,16.0,1905.0,10240.0,69.43
2026/05/25 14:09:16.936,11.0,1905.0,10240.0,69.45
2026/05/25 14:09:18.278,23.0,1911.0,10240.0,69.12
2026/05/25 14:09:19.672,36.0,1911.0,10240.0,69.31
2026/05/25 14:09:21.212,8.0,1910.0,10240.0,69.88
2026/05/25 14:09:22.769,6.0,1910.0,10240.0,70.0
2026/05/25 14:09:24.322,10.0,1901.0,10240.0,69.77
2026/05/25 14:09:25.569,37.0,1901.0,10240.0,70.47
2026/05/25 14:09:26.799,35.0,1901.0,10240.0,70.6
2026/05/25 14:09:28.126,42.0,1941.0,10240.0,69.05
2026/05/25 14:09:29.613,22.0,1901.0,10240.0,70.77
2026/05/25 14:09:31.178,26.0,1901.0,10240.0,69.07
2026/05/25 14:09:32.722,33.0,1901.0,10240.0,69.37
2026/05/25 14:09:33.953,15.0,1901.0,10240.0,70.48
2026/05/25 14:09:35.197,8.0,1901.0,10240.0,69.45
2026/05/25 14:09:36.440,36.0,1901.0,10240.0,69.84
2026/05/25 14:09:37.974,37.0,1901.0,10240.0,69.95
2026/05/25 14:09:39.276,25.0,1901.0,10240.0,69.08
2026/05/25 14:09:40.871,9.0,1912.0,10240.0,69.28
2026/05/25 14:09:42.103,17.0,1912.0,10240.0,70.26
2026/05/25 14:09:43.299,34.0,1912.0,10240.0,70.01
